AIRLINE,NUMBER,LEG,EQTYPE,FROM,DTIME,TO,ATIME,DISTANCE,HISTORIC,PURGE
AF,3161,1,S2000,NTE,1:55,CFE,2:55,120,FALSE,FALSE
AF,3162,1,S2000,MXP,6:10,CFE,7:20,269,FALSE,FALSE
AF,3163,1,EMB-120,CFE,3:30,MLH,4:40,242,FALSE,FALSE
AF,3164,1,EMB-120,MLH,6:00,CFE,7:10,242,FALSE,FALSE
AF,3165,1,ERJ-145,NTE,9:25,CFE,10:20,120,FALSE,FALSE
AF,3165,2,S2000,CFE,10:40,MXP,12:50,269,FALSE,FALSE
AF,3166,1,S2000,MXP,13:30,CFE,14:40,269,FALSE,FALSE
AF,3166,2,S2000,CFE,15:10,NTE,16:10,120,FALSE,FALSE
AF,3167,1,EMB-120,CFE,10:50,MLH,12:00,242,FALSE,FALSE
AF,3168,1,EMB-120,MLH,13:20,CFE,14:30,242,FALSE,FALSE
AF,3169,1,F70,LIS,9:55,BOD,10:40,602,FALSE,FALSE
AF,3179,1,ERJ-135,BOD,6:35,OPO,8:05,472,FALSE,FALSE
AF,3180,1,ERJ-135,OPO,9:00,BOD,10:30,472,FALSE,FALSE
AF,3182,1,EMB-120,LIL,0:35,CFE,2:55,330,FALSE,FALSE
AF,3183,1,EMB-120,CFE,2:30,LIL,4:55,330,FALSE,FALSE
AF,3185,1,EMB-120,CFE,7:45,LIL,9:10,330,FALSE,FALSE
AF,3186,1,EMB-120,LIL,9:05,CFE,10:25,330,FALSE,FALSE
AF,3189,1,EMB-120,CFE,15:55,LIL,16:20,330,FALSE,FALSE
AF,3200,1,ERJ-145,DUB,8:45,BOD,10:35,645,FALSE,FALSE
AF,3202,1,ERJ-135,BOD,2:35,BCN,3:40,282,FALSE,FALSE
AF,3203,1,ERJ-135,BCN,4:20,BOD,5:30,282,FALSE,FALSE
AF,3206,1,ERJ-135,BOD,11:10,BCN,12:15,282,FALSE,FALSE
AF,3207,1,ERJ-135,BCN,13:00,BOD,14:10,282,FALSE,FALSE
AF,3209,1,ERJ-145,BOD,6:20,DUB,8:15,645,FALSE,FALSE
AF,3210,1,S2000,BOD,1:55,CFE,2:50,200,FALSE,FALSE
AF,3210,2,S2000,CFE,2:30,BRU,4:50,359,FALSE,FALSE
AF,3211,1,S2000,BRU,4:45,CFE,6:05,359,FALSE,FALSE
AF,3213,1,ERJ-135,BRU,0:30,BOD,2:05,484,FALSE,FALSE
AF,3214,1,S2000,CFE,11:05,BRU,12:25,359,FALSE,FALSE
AF,3215,1,S2000,BRU,13:05,CFE,14:25,359,FALSE,FALSE
AF,3215,2,S2000,CFE,15:05,BOD,16:55,200,FALSE,FALSE
AF,3216,1,ERJ-135,BOD,14:40,BRU,16:15,484,FALSE,FALSE
AF,3221,1,S2000,BOD,2:55,CFE,2:50,200,FALSE,FALSE
AF,3222,1,S2000,CFE,7:45,BOD,8:35,200,FALSE,FALSE
AF,3223,1,S2000,BOD,9:20,CFE,10:15,200,FALSE,FALSE
AF,3224,1,S2000,CFE,2:20,BOD,3:10,200,FALSE,FALSE
AF,3225,1,S2000,CFE,10:45,GVA,11:35,145,FALSE,FALSE
AF,3226,1,S2000,GVA,14:50,CFE,14:35,145,FALSE,FALSE
AF,3228,1,S2000,BOD,4:00,GVA,5:20,345,FALSE,FALSE
AF,3229,1,S2000,GVA,6:00,BOD,7:20,345,FALSE,FALSE
AF,3230,1,ERJ-135,BOD,2:20,MAD,3:35,334,FALSE,FALSE
AF,3231,1,ERJ-135,MAD,4:20,BOD,5:35,334,FALSE,FALSE
AF,3234,1,ERJ-135,BOD,11:10,MAD,12:25,334,FALSE,FALSE
AF,3235,1,ERJ-135,MAD,13:10,BOD,14:25,334,FALSE,FALSE
AF,3242,1,ERJ-145,TLS,6:00,MXP,7:20,388,FALSE,FALSE
AF,3243,1,ERJ-145,MXP,8:30,TLS,10:55,388,FALSE,FALSE
AF,3246,1,ERJ-145,TLS,10:35,MXP,12:55,388,FALSE,FALSE
AF,3247,1,ERJ-145,MXP,12:35,TLS,14:00,388,FALSE,FALSE
AF,3250,1,ERJ-135,TLS,1:00,MAD,2:15,334,FALSE,FALSE
AF,3251,1,ERJ-135,MAD,3:55,TLS,4:10,334,FALSE,FALSE
AF,3254,1,ERJ-135,TLS,12:10,MAD,13:25,334,FALSE,FALSE
AF,3255,1,ERJ-135,MAD,14:55,TLS,15:10,334,FALSE,FALSE
AF,3256,1,EMB-120,TLS,2:50,CFE,2:45,174,FALSE,FALSE
AF,3257,1,EMB-120,CFE,7:40,TLS,8:35,174,FALSE,FALSE
AF,3258,1,EMB-120,TLS,9:20,CFE,10:15,174,FALSE,FALSE
AF,3259,1,EMB-120,CFE,15:15,TLS,16:10,174,FALSE,FALSE
AF,3260,1,S2000,MRS,1:55,CFE,1:45,191,FALSE,FALSE
AF,3262,1,S2000,CFE,10:35,AMS,12:20,457,FALSE,FALSE
AF,3263,1,S2000,AMS,13:00,CFE,14:35,457,FALSE,FALSE
AF,3264,1,S2000,CFE,3:20,AMS,5:05,457,FALSE,FALSE
AF,3265,1,S2000,AMS,5:35,CFE,7:10,457,FALSE,FALSE
AF,3266,1,EMB-120,CFE,2:15,TLS,3:10,174,FALSE,FALSE
AF,3267,1,S2000,CFE,15:10,MRS,16:00,191,FALSE,FALSE
AF,3270,1,EMB-120,NTE,0:40,MPL,2:15,272,FALSE,FALSE
AF,3271,1,EMB-120,MPL,2:45,NTE,4:20,272,FALSE,FALSE
AF,3272,1,EMB-120,NTE,12:30,MPL,14:05,272,FALSE,FALSE
AF,3273,1,EMB-120,MPL,14:45,NTE,16:20,272,FALSE,FALSE
AF,3274,1,EMB-120,NTE,8:20,MPL,10:55,272,FALSE,FALSE
AF,3275,1,EMB-120,MPL,10:25,NTE,12:00,272,FALSE,FALSE
AF,3278,1,ERJ-145,SXB,9:05,BOD,10:30,471,FALSE,FALSE
AF,3279,1,ERJ-145,BOD,6:35,SXB,8:00,471,FALSE,FALSE
AF,3280,1,ERJ-135,MLH,4:20,BOD,5:45,438,FALSE,FALSE
AF,3281,1,ERJ-135,BOD,11:00,MLH,12:25,438,FALSE,FALSE
AF,3282,1,F100,CDG,1:40,MLH,2:48,249,FALSE,FALSE
AF,3283,1,F100,MLH,4:17,CDG,5:30,249,FALSE,FALSE
AF,3284,1,F100,CDG,6:35,MLH,7:43,249,FALSE,FALSE
AF,3285,1,F100,MLH,8:32,CDG,9:45,249,FALSE,FALSE
AF,3286,1,F100,CDG,9:10,MLH,10:18,249,FALSE,FALSE
AF,3287,1,F100,MLH,11:57,CDG,12:10,249,FALSE,FALSE
AF,3288,1,F100,CDG,13:55,MLH,14:03,249,FALSE,FALSE
AF,3289,1,F100,MLH,1:12,CDG,2:25,249,FALSE,FALSE
AF,3291,1,ERJ-145,MXP,1:00,LYS,2:55,176,FALSE,FALSE
AF,3292,1,ERJ-145,LYS,2:35,MXP,3:30,176,FALSE,FALSE
AF,3293,1,ERJ-145,MXP,7:40,LYS,8:35,176,FALSE,FALSE
AF,3294,1,ERJ-145,LYS,10:15,MXP,11:10,176,FALSE,FALSE
AF,3295,1,ERJ-145,MXP,12:00,LYS,13:55,176,FALSE,FALSE
AF,3296,1,ERJ-145,LYS,14:50,MXP,14:45,176,FALSE,FALSE
AF,3320,1,F100,NCE,9:00,LIS,11:30,913,FALSE,FALSE
AF,3321,1,F100,LIS,5:50,NCE,8:05,913,FALSE,FALSE
AF,3322,1,F100,NCE,14:35,LIS,17:05,913,FALSE,FALSE
AF,3323,1,F100,LIS,11:40,NCE,14:55,913,FALSE,FALSE
AF,3324,1,B737-800,MRS,14:30,CMN,17:00,981,FALSE,FALSE
AF,3325,1,B737-800,CMN,11:10,MRS,13:40,981,FALSE,FALSE
AF,3330,1,ERJ-145,MRS,7:20,LIS,9:45,813,FALSE,FALSE
AF,3331,1,ERJ-145,LIS,4:25,MRS,6:35,813,FALSE,FALSE
AF,3332,1,ERJ-145,MRS,8:50,LIS,10:10,813,FALSE,FALSE
AF,3333,1,ERJ-145,LIS,5:00,MRS,7:10,813,FALSE,FALSE
AF,3334,1,F100,MRS,8:50,LIS,10:10,813,FALSE,FALSE
AF,3335,1,F100,LIS,5:00,MRS,7:10,813,FALSE,FALSE
AF,3336,1,B737-500,LYS,4:45,CMN,7:35,1087,FALSE,FALSE
AF,3337,1,B737-500,CMN,8:25,LYS,11:05,1087,FALSE,FALSE
AF,3348,1,B737-500,MRS,5:10,TUN,6:45,527,FALSE,FALSE
AF,3349,1,B737-500,TUN,2:30,MRS,4:10,527,FALSE,FALSE
AF,3352,1,A319,NCE,5:10,TUN,6:40,497,FALSE,FALSE
AF,3353,1,A319,TUN,2:35,NCE,4:10,497,FALSE,FALSE
AF,3356,1,A320,ORY,5:25,RAK,8:30,1302,FALSE,FALSE
AF,3357,1,A320,RAK,9:30,ORY,12:35,1302,FALSE,FALSE
AF,3358,1,A320,NCE,5:55,TUN,6:20,497,FALSE,FALSE
AF,3359,1,A320,TUN,7:20,NCE,9:55,497,FALSE,FALSE
AF,3362,1,B737-500,MRS,16:55,RAK,18:40,1092,FALSE,FALSE
AF,3363,1,B737-500,RAK,12:25,MRS,15:05,1092,FALSE,FALSE
AF,3366,1,B737-500,TLS,12:00,TUN,14:55,662,FALSE,FALSE
AF,3367,1,B737-500,TUN,9:05,TLS,11:10,662,FALSE,FALSE
AF,3368,1,S2000,TLS,11:45,LIS,14:55,640,FALSE,FALSE
AF,3369,1,S2000,LIS,9:00,TLS,11:10,640,FALSE,FALSE
AF,3370,1,S2000,TLS,8:00,LIS,10:10,640,FALSE,FALSE
AF,3371,1,S2000,LIS,5:15,TLS,7:25,640,FALSE,FALSE
AF,3388,1,A320,LYS,11:20,TUN,13:15,669,FALSE,FALSE
AF,3389,1,A320,TUN,8:30,LYS,10:20,669,FALSE,FALSE
AF,3394,1,CRJ-200,LYS,9:35,BUD,11:35,683,FALSE,FALSE
AF,3395,1,CRJ-200,BUD,6:35,LYS,8:35,683,FALSE,FALSE
AF,3396,1,A321,BOD,14:25,CMN,17:50,873,FALSE,FALSE
AF,3397,1,A321,CMN,11:15,BOD,13:35,873,FALSE,FALSE
AF,3402,1,CRJ-200,LYS,2:00,LHR,3:40,472,FALSE,FALSE
AF,3403,1,CRJ-200,LHR,4:20,LYS,6:55,472,FALSE,FALSE
AF,3404,1,CRJ-200,LYS,7:25,LHR,9:05,472,FALSE,FALSE
AF,3405,1,CRJ-200,LHR,10:00,LYS,11:35,472,FALSE,FALSE
AF,3408,1,CRJ-200,LYS,12:00,LHR,13:35,472,FALSE,FALSE
AF,3409,1,CRJ-200,LHR,14:15,LYS,16:50,472,FALSE,FALSE
AF,3422,1,A319,ORY,4:45,SVQ,7:00,885,FALSE,FALSE
AF,3423,1,A319,SVQ,8:00,ORY,10:15,885,FALSE,FALSE
AF,3430,1,CRJ-200,LYS,14:55,VIE,15:45,566,FALSE,FALSE
AF,3431,1,CRJ-200,VIE,1:35,LYS,3:30,566,FALSE,FALSE
AF,3432,1,CRJ-200,LYS,4:45,VIE,6:30,566,FALSE,FALSE
AF,3433,1,CRJ-200,VIE,11:20,LYS,13:20,566,FALSE,FALSE
AF,3440,1,ERJ-145,LYS,3:10,PRG,4:50,521,FALSE,FALSE
AF,3441,1,ERJ-145,PRG,6:40,LYS,8:20,521,FALSE,FALSE
AF,3442,1,ERJ-145,LYS,9:05,PRG,10:45,521,FALSE,FALSE
AF,3443,1,ERJ-145,PRG,11:20,LYS,13:00,521,FALSE,FALSE
AF,3444,1,ERJ-145,BOD,0:30,AMS,2:15,575,FALSE,FALSE
AF,3445,1,ERJ-145,AMS,3:55,BOD,4:40,575,FALSE,FALSE
AF,3446,1,ERJ-145,BOD,5:30,AMS,7:15,575,FALSE,FALSE
AF,3447,1,ERJ-145,AMS,8:55,BOD,9:40,575,FALSE,FALSE
AF,3448,1,ERJ-145,BOD,10:30,AMS,12:15,575,FALSE,FALSE
AF,3449,1,ERJ-145,AMS,13:15,BOD,15:00,575,FALSE,FALSE
AF,3450,1,ERJ-145,LYS,14:00,BRU,15:25,359,FALSE,FALSE
AF,3451,1,ERJ-145,BRU,0:35,LYS,2:00,359,FALSE,FALSE
AF,3452,1,ERJ-145,LYS,14:20,LIS,16:40,870,FALSE,FALSE
AF,3453,1,ERJ-145,LIS,11:00,LYS,13:20,870,FALSE,FALSE
AF,3454,1,F100,LYS,6:40,LIS,9:05,870,FALSE,FALSE
AF,3455,1,F100,LIS,3:45,LYS,6:00,870,FALSE,FALSE
AF,3456,1,ERJ-145,LYS,15:15,LIS,17:40,870,FALSE,FALSE
AF,3457,1,ERJ-145,LIS,12:20,LYS,14:40,870,FALSE,FALSE
AF,3460,1,CRJ-200,LYS,1:55,BRU,2:20,359,FALSE,FALSE
AF,3461,1,CRJ-200,BRU,3:00,LYS,4:25,359,FALSE,FALSE
AF,3464,1,CRJ-200,LYS,11:00,BRU,12:25,359,FALSE,FALSE
AF,3465,1,CRJ-200,BRU,13:05,LYS,14:30,359,FALSE,FALSE
AF,3472,1,EMB-120,LYS,2:35,ZRH,3:45,204,FALSE,FALSE
AF,3473,1,EMB-120,ZRH,7:25,LYS,8:35,204,FALSE,FALSE
AF,3476,1,EMB-120,LYS,10:05,ZRH,11:15,204,FALSE,FALSE
AF,3477,1,EMB-120,ZRH,12:05,LYS,13:15,204,FALSE,FALSE
AF,3478,1,EMB-120,LYS,13:45,ZRH,15:55,204,FALSE,FALSE
AF,3479,1,EMB-120,ZRH,0:45,LYS,2:55,204,FALSE,FALSE
AF,3480,1,ERJ-135,LYS,3:00,AMS,4:40,455,FALSE,FALSE
AF,3481,1,ERJ-135,AMS,5:35,LYS,7:15,455,FALSE,FALSE
AF,3482,1,ERJ-135,LYS,7:45,AMS,9:25,455,FALSE,FALSE
AF,3483,1,ERJ-135,AMS,11:00,LYS,12:40,455,FALSE,FALSE
AF,3484,1,ERJ-135,LYS,13:45,AMS,15:25,455,FALSE,FALSE
AF,3485,1,ERJ-135,AMS,0:35,LYS,2:15,455,FALSE,FALSE
AF,3492,1,A320,NCE,14:45,LHR,17:55,648,FALSE,FALSE
AF,3493,1,A320,LHR,12:55,NCE,14:55,648,FALSE,FALSE
AF,3502,1,A319,NCE,7:40,SVO,11:40,1575,FALSE,FALSE
AF,3503,1,A319,SVO,2:35,NCE,6:30,1575,FALSE,FALSE
AF,3540,1,A320,ORY,10:05,ALG,12:15,833,FALSE,FALSE
AF,3541,1,A320,ALG,14:15,ORY,16:25,833,FALSE,FALSE
AF,3542,1,A320,MRS,4:35,ALG,6:05,478,FALSE,FALSE
AF,3543,1,A320,ALG,8:05,MRS,9:30,478,FALSE,FALSE
AF,3560,1,CRJ-200,ORY,2:10,VLL,4:00,599,FALSE,FALSE
AF,3561,1,CRJ-200,VLL,4:40,ORY,6:35,599,FALSE,FALSE
AF,3562,1,CRJ-200,ORY,9:10,VLL,11:00,599,FALSE,FALSE
AF,3563,1,CRJ-200,VLL,12:00,ORY,14:55,599,FALSE,FALSE
AF,3931,1,A320,PTP,6:45,FDF,7:20,121,FALSE,FALSE
AF,3931,2,A320,FDF,8:10,CAY,10:15,896,FALSE,FALSE
AF,3940,1,A320,CAY,18:10,FDF,20:15,896,FALSE,FALSE
AF,3940,2,A320,FDF,21:55,PTP,22:30,121,FALSE,FALSE
AF,3946,1,A320,CAY,11:15,FDF,13:20,896,FALSE,FALSE
AF,3946,2,A320,FDF,14:10,PTP,14:45,121,FALSE,FALSE
AF,3946,3,A320,PTP,15:45,PAP,17:40,728,FALSE,FALSE
AF,3946,4,A320,PAP,18:40,MIA,20:30,715,FALSE,FALSE
AF,3947,1,A320,MIA,8:15,PAP,10:05,715,FALSE,FALSE
AF,3947,2,A320,PAP,11:55,PTP,13:40,728,FALSE,FALSE
AF,3947,3,A320,PTP,13:40,FDF,14:15,121,FALSE,FALSE
AF,3947,4,A320,FDF,15:05,CAY,17:10,896,FALSE,FALSE
AF,4500,1,A320,ORY,3:25,AJA,5:05,565,FALSE,FALSE
AF,4501,1,A320,AJA,2:30,ORY,4:10,565,FALSE,FALSE
AF,4503,1,A320,AJA,7:25,ORY,9:05,565,FALSE,FALSE
AF,4504,1,A320,ORY,15:15,AJA,17:55,565,FALSE,FALSE
AF,4505,1,A320,AJA,12:25,ORY,14:05,565,FALSE,FALSE
AF,4506,1,A320,ORY,8:50,AJA,10:30,565,FALSE,FALSE
AF,4511,1,A320,BIA,1:55,ORY,2:30,548,FALSE,FALSE
AF,4514,1,A320,ORY,15:15,BIA,16:50,548,FALSE,FALSE
AF,4516,1,A320,ORY,10:50,BIA,11:25,548,FALSE,FALSE
AF,4517,1,A320,BIA,12:50,ORY,14:25,548,FALSE,FALSE
AF,4520,1,A320,ORY,3:25,FSC,5:10,598,FALSE,FALSE
AF,4521,1,A320,FSC,6:05,ORY,8:50,598,FALSE,FALSE
AF,4602,1,B737-500,CDG,2:40,LUX,3:40,170,FALSE,FALSE
AF,4603,1,B737-500,LUX,1:00,CDG,2:55,170,FALSE,FALSE
AF,4604,1,F70,CDG,6:40,LUX,7:35,170,FALSE,FALSE
AF,4605,1,F70,LUX,4:45,CDG,5:45,170,FALSE,FALSE
AF,4606,1,F70,CDG,9:30,LUX,10:25,170,FALSE,FALSE
AF,4607,1,F70,LUX,7:15,CDG,8:15,170,FALSE,FALSE
AF,4608,1,F70,CDG,11:05,LUX,12:00,170,FALSE,FALSE
AF,4609,1,F70,LUX,9:10,CDG,10:10,170,FALSE,FALSE
AF,4700,1,F100,NCE,3:55,AJA,3:40,145,FALSE,FALSE
AF,4701,1,ATR-72,AJA,1:20,NCE,2:05,145,FALSE,FALSE
AF,4704,1,ATR-72,NCE,14:40,AJA,15:35,145,FALSE,FALSE
AF,4705,1,ATR-72,AJA,8:50,NCE,9:45,145,FALSE,FALSE
AF,4707,1,F100,AJA,13:55,NCE,13:40,145,FALSE,FALSE
AF,4712,1,ATR-72,MRS,10:05,CLY,11:05,192,FALSE,FALSE
AF,4715,1,ATR-72,CLY,1:05,MRS,2:05,192,FALSE,FALSE
AF,4716,1,ATR-72,NCE,7:20,AJA,8:15,145,FALSE,FALSE
AF,4717,1,A319,AJA,1:00,MRS,2:55,210,FALSE,FALSE
AF,4718,1,A319,MRS,3:55,AJA,4:50,210,FALSE,FALSE
AF,4719,1,A319,AJA,5:45,MRS,6:40,210,FALSE,FALSE
AF,4720,1,A319,MRS,15:05,AJA,16:00,210,FALSE,FALSE
AF,4721,1,A319,AJA,9:35,MRS,10:30,210,FALSE,FALSE
AF,4724,1,ATR-42,NCE,11:00,FSC,12:00,177,FALSE,FALSE
AF,4725,1,A319,AJA,13:10,MRS,14:05,210,FALSE,FALSE
AF,4729,1,ATR-72,CLY,9:55,NCE,9:40,112,FALSE,FALSE
AF,4734,1,A319,MRS,7:45,AJA,8:40,210,FALSE,FALSE
AF,4735,1,ATR-72,BIA,1:20,NCE,2:15,138,FALSE,FALSE
AF,4736,1,ATR-72,NCE,3:10,BIA,4:05,138,FALSE,FALSE
AF,4737,1,ATR-72,BIA,5:25,NCE,6:20,138,FALSE,FALSE
AF,4739,1,ATR-72,BIA,12:10,NCE,13:05,138,FALSE,FALSE
AF,4742,1,ATR-72,NCE,15:55,BIA,16:50,138,FALSE,FALSE
AF,4748,1,A319,MRS,2:50,BIA,3:45,224,FALSE,FALSE
AF,4749,1,A319,BIA,1:00,MRS,2:55,224,FALSE,FALSE
AF,4750,1,A319,MRS,7:40,BIA,8:35,224,FALSE,FALSE
AF,4751,1,A319,BIA,6:50,MRS,6:45,224,FALSE,FALSE
AF,4752,1,A319,MRS,11:15,BIA,12:10,224,FALSE,FALSE
AF,4754,1,A319,MRS,15:15,BIA,16:10,224,FALSE,FALSE
AF,4755,1,A319,BIA,9:25,MRS,10:20,224,FALSE,FALSE
AF,4757,1,A319,BIA,13:00,MRS,14:55,224,FALSE,FALSE
AF,4770,1,ATR-72,LYS,4:25,AJA,6:00,322,FALSE,FALSE
AF,4771,1,ATR-72,AJA,6:00,LYS,7:35,322,FALSE,FALSE
AF,4776,1,A319,MRS,11:20,AJA,12:15,210,FALSE,FALSE
AF,4786,1,ATR-72,NCE,7:30,CLY,8:15,112,FALSE,FALSE
AF,4787,1,ATR-72,BIA,5:05,LYS,6:35,309,FALSE,FALSE
AF,4788,1,ATR-72,LYS,4:25,BIA,6:55,309,FALSE,FALSE
AF,4792,1,ATR-72,NCE,10:15,BIA,11:10,138,FALSE,FALSE
AF,4793,1,ATR-42,FSC,0:45,MRS,2:00,239,FALSE,FALSE
AF,4794,1,ATR-42,MRS,3:10,FSC,4:25,239,FALSE,FALSE
AF,4795,1,ATR-42,FSC,5:25,MRS,6:40,239,FALSE,FALSE
AF,4796,1,ATR-42,MRS,8:50,FSC,9:05,239,FALSE,FALSE
AF,4797,1,ATR-42,FSC,12:35,MRS,14:50,239,FALSE,FALSE
AF,4798,1,ATR-42,MRS,15:55,FSC,16:10,239,FALSE,FALSE
AF,4799,1,ATR-42,FSC,8:40,NCE,9:40,177,FALSE,FALSE
AF,5001,1,BAE-146,DUB,4:00,CDG,6:50,488,FALSE,FALSE
AF,5002,1,BAE-146,CDG,1:15,DUB,3:10,488,FALSE,FALSE
AF,5003,1,BAE-146,DUB,1:40,CDG,3:30,488,FALSE,FALSE
AF,5004,1,BAE-146,CDG,4:15,DUB,6:10,488,FALSE,FALSE
AF,5005,1,BAE-146,DUB,7:00,CDG,8:50,488,FALSE,FALSE
AF,5006,1,BAE-146,CDG,6:40,DUB,8:35,488,FALSE,FALSE
AF,5007,1,BAE-146,DUB,12:00,CDG,14:50,488,FALSE,FALSE
AF,5008,1,BAE-146,CDG,14:40,DUB,16:35,488,FALSE,FALSE
AF,5009,1,BAE-146,DUB,9:15,CDG,11:05,488,FALSE,FALSE
AF,5010,1,BAE-146,CDG,12:50,DUB,14:45,488,FALSE,FALSE
AF,5012,1,BAE-146,CDG,16:40,DUB,18:35,488,FALSE,FALSE
AF,5013,1,BAE-146,DUB,14:15,CDG,16:05,488,FALSE,FALSE
AF,5014,1,BAE-146,CDG,10:15,DUB,12:10,488,FALSE,FALSE
AF,5018,1,BAE-146,ORY,1:30,LCY,2:30,218,FALSE,FALSE
AF,5019,1,BAE-146,LCY,3:00,ORY,4:15,218,FALSE,FALSE
AF,5020,1,BAE-146,ORY,2:35,LCY,3:45,218,FALSE,FALSE
AF,5021,1,BAE-146,LCY,4:15,CDG,5:20,205,FALSE,FALSE
AF,5022,1,BAE-146,ORY,6:50,LCY,7:50,218,FALSE,FALSE
AF,5023,1,BAE-146,LCY,7:20,ORY,8:35,218,FALSE,FALSE
AF,5024,1,BAE-146,ORY,9:25,LCY,10:25,218,FALSE,FALSE
AF,5025,1,BAE-146,LCY,11:00,ORY,12:15,218,FALSE,FALSE
AF,5026,1,BAE-146,CDG,12:55,LCY,13:00,205,FALSE,FALSE
AF,5027,1,BAE-146,LCY,13:40,ORY,15:00,218,FALSE,FALSE
AF,5028,1,BAE-146,ORY,13:55,LCY,14:55,218,FALSE,FALSE
AF,5029,1,BAE-146,LCY,14:30,ORY,15:45,218,FALSE,FALSE
AF,5030,1,BAE-146,CDG,14:00,GOT,16:20,719,FALSE,FALSE
AF,5031,1,BAE-146,GOT,0:45,CDG,3:00,719,FALSE,FALSE
AF,5032,1,BAE-146,CDG,3:45,GOT,6:05,719,FALSE,FALSE
AF,5033,1,BAE-146,GOT,6:45,CDG,9:00,719,FALSE,FALSE
AF,5034,1,BAE-146,CDG,6:45,GOT,9:05,719,FALSE,FALSE
AF,5035,1,BAE-146,GOT,9:45,CDG,12:00,719,FALSE,FALSE
AF,5036,1,BAE-146,CDG,6:10,FLR,8:05,547,FALSE,FALSE
AF,5037,1,BAE-146,FLR,8:45,CDG,10:40,547,FALSE,FALSE
AF,5038,1,BAE-146,CDG,1:20,FLR,3:15,547,FALSE,FALSE
AF,5039,1,BAE-146,FLR,4:15,CDG,6:10,547,FALSE,FALSE
AF,5040,1,BAE-146,CDG,4:55,FLR,6:50,547,FALSE,FALSE
AF,5041,1,BAE-146,FLR,7:05,CDG,9:00,547,FALSE,FALSE
AF,5042,1,BAE-146,CDG,7:25,FLR,9:20,547,FALSE,FALSE
AF,5043,1,BAE-146,FLR,10:05,CDG,12:00,547,FALSE,FALSE
AF,5044,1,BAE-146,CDG,9:45,FLR,11:40,547,FALSE,FALSE
AF,5045,1,BAE-146,FLR,12:50,CDG,14:45,547,FALSE,FALSE
AF,5048,1,BAE-146,CDG,12:45,FLR,14:40,547,FALSE,FALSE
AF,5049,1,BAE-146,FLR,1:15,CDG,3:10,547,FALSE,FALSE
AF,5050,1,BAE-146,CDG,1:20,EDI,3:20,540,FALSE,FALSE
AF,5051,1,BAE-146,EDI,4:05,CDG,6:00,540,FALSE,FALSE
AF,5052,1,BAE-146,CDG,10:20,EDI,12:20,540,FALSE,FALSE
AF,5053,1,BAE-146,EDI,13:15,CDG,15:10,540,FALSE,FALSE
AF,5060,1,F100,TLS,0:50,NCE,2:00,293,FALSE,FALSE
AF,5061,1,ATR-72,NCE,2:40,TLS,4:10,293,FALSE,FALSE
AF,5062,1,ATR-72,TLS,5:10,NCE,6:40,293,FALSE,FALSE
AF,5063,1,ATR-72,NCE,10:25,TLS,12:55,293,FALSE,FALSE
AF,5064,1,ATR-72,TLS,12:30,NCE,14:00,293,FALSE,FALSE
AF,5065,1,F100,NCE,14:25,TLS,15:35,293,FALSE,FALSE
AF,5098,1,ATR-72,FCO,6:35,MRS,8:20,375,FALSE,FALSE
AF,5099,1,ATR-72,MRS,4:00,FCO,5:35,375,FALSE,FALSE
AF,5100,1,BAE-146,CDG,1:30,ZRH,2:50,296,FALSE,FALSE
AF,5101,1,BAE-146,ZRH,4:15,CDG,5:40,296,FALSE,FALSE
AF,5102,1,BAE-146,CDG,4:55,ZRH,5:15,296,FALSE,FALSE
AF,5103,1,BAE-146,ZRH,7:15,CDG,8:40,296,FALSE,FALSE
AF,5104,1,BAE-146,CDG,7:00,ZRH,8:20,296,FALSE,FALSE
AF,5105,1,BAE-146,ZRH,10:40,CDG,12:05,296,FALSE,FALSE
AF,5106,1,BAE-146,CDG,9:40,ZRH,11:00,296,FALSE,FALSE
AF,5107,1,BAE-146,ZRH,12:50,CDG,13:15,296,FALSE,FALSE
AF,5108,1,BAE-146,CDG,11:35,ZRH,13:55,296,FALSE,FALSE
AF,5109,1,BAE-146,ZRH,13:40,CDG,15:05,296,FALSE,FALSE
AF,5110,1,BAE-146,CDG,13:55,ZRH,14:15,296,FALSE,FALSE
AF,5111,1,BAE-146,ZRH,1:35,CDG,3:00,296,FALSE,FALSE
AF,5115,1,BAE-146,LCY,5:20,DUB,6:35,298,FALSE,FALSE
AF,5116,1,BAE-146,DUB,1:30,LCY,2:45,298,FALSE,FALSE
AF,5117,1,BAE-146,LCY,8:30,DUB,9:45,298,FALSE,FALSE
AF,5118,1,BAE-146,DUB,6:45,LCY,8:00,298,FALSE,FALSE
AF,5119,1,BAE-146,LCY,12:15,DUB,13:30,298,FALSE,FALSE
AF,5120,1,BAE-146,DUB,10:30,LCY,11:45,298,FALSE,FALSE
AF,5121,1,BAE-146,LCY,14:45,DUB,16:00,298,FALSE,FALSE
AF,5122,1,BAE-146,DUB,13:00,LCY,14:15,298,FALSE,FALSE
AF,5123,1,BAE-146,LCY,4:35,DUB,5:50,298,FALSE,FALSE
AF,5124,1,BAE-146,DUB,2:45,LCY,4:05,298,FALSE,FALSE
AF,5300,1,EMB-120,CFE,3:25,MRS,4:25,191,FALSE,FALSE
AF,5301,1,EMB-120,MRS,6:20,CFE,7:15,191,FALSE,FALSE
AF,5302,1,EMB-120,CFE,11:55,MRS,12:55,191,FALSE,FALSE
