"From","To","Days","Dep.","time","Arr.","time","Flightnumber","A/C","Class","stops","via","FlightTime","ServiceType"
"01-Jul","","1234567","SLC","1917","ONT","2005","DL1823","M90","FY",0,"","1:48","J"
"10-Jun","01-Jul","     6 ","SLC","2110","ONT","2154","DL3958*","CRJ","Y",0,"","1:44","J"
"02-Jul","08-Jul","     67","SLC","2110","ONT","2154","DL3958*","CRJ","Y",0,"","1:44","J"
"15-Jul","","     6 ","SLC","2110","ONT","2154","DL3958*","CRJ","Y",0,"","1:44","J"
"08-Jun","30-Jun","12345 7","SLC","2110","ONT","2157","DL1433","M90","FY",0,"","1:47","J"
"03-Jul","","12345 7","SLC","2110","ONT","2157","DL1433","M90","FY",0,"","1:47","J"
"","06-Jun"," 2     ","SLC","2120","ONT","2211","DL983","757","FY",0,"","1:51","J"
"","07-Jun","  3    ","SLC","2120","ONT","2211","DL983","M90","FY",0,"","1:51","J"
"TO","Orlando   (ORL)  (MCO-Orlando International Airport)"
"","06-Jun"," 2     ","SLC","0957","MCO","1625","DL1264","738","FY",0,"","4:28","J"
"","07-Jun","  3    ","SLC","0957","MCO","1625","DL1264","757","FY",0,"","4:28","J"
"08-Jun","30-Jun","1234567","SLC","0959","MCO","1631","DL1264","757","FY",0,"","4:32","J"
"01-Jul","","1234567","SLC","1002","MCO","1634","DL1264","757","FY",0,"","4:32","J"
"","06-Jun"," 2     ","SLC","1700","MCO","2317","DL1064","738","FY",0,"","4:17","J"
"","07-Jun","  3    ","SLC","1700","MCO","2317","DL1064","757","FY",0,"","4:17","J"
"08-Jun","16-Jun","1234567","SLC","1710","MCO","2331","DL1053","757","FY",0,"","4:21","J"
"17-Jun","17-Jun","     6 ","SLC","1710","MCO","2331","DL1053","763","FY",0,"","4:21","J"
"18-Jun","","1234567","SLC","1710","MCO","2331","DL1053","757","FY",0,"","4:21","J"
"TO","Palm Springs   (PSP)  (Palm Springs Municipal Airport)"
"","07-Jun"," 23    ","SLC","1115","PSP","1153","DL3751*","CRJ","Y",0,"","1:38","J"
"08-Jun","03-Jul","1234567","SLC","1118","PSP","1156","DL3921*","CRJ","Y",0,"","1:38","J"
"05-Jul","","1234567","SLC","1118","PSP","1156","DL3921*","CRJ","Y",0,"","1:38","J"
"08-Jun","30-Jun","1 345 7","SLC","1453","PSP","1534","DL3905*","CRJ","Y",0,"","1:41","J"
"03-Jul","","1 345 7","SLC","1453","PSP","1534","DL3905*","CRJ","Y",0,"","1:41","J"
"","07-Jun","  3    ","SLC","1456","PSP","1537","DL3932*","CRJ","Y",0,"","1:41","J"
"08-Jun","30-Jun","1234567","SLC","2103","PSP","2140","DL3915*","CRJ","Y",0,"","1:37","J"
"","07-Jun"," 23    ","SLC","2104","PSP","2141","DL3915*","CRJ","Y",0,"","1:37","J"
"01-Jul","","1234567","SLC","2105","PSP","2142","DL3915*","CRJ","Y",0,"","1:37","J"
"TO","Pasco   (PSC)  (Tri-Cities Airport)"
"06-Jun","","1234567","SLC","0815","PSC","0850","DL3903*","CRJ","Y",0,"","1:35","J"
"","07-Jun"," 23    ","SLC","1125","PSC","1200","DL3861*","CRJ","Y",0,"","1:35","J"
"08-Jun","","1234567","SLC","1130","PSC","1207","DL6435*","E70","FY",0,"","1:37","J"
"08-Jun","","1234567","SLC","1458","PSC","1532","DL4018*","CRJ","Y",0,"","1:34","J"
"","07-Jun"," 23    ","SLC","1501","PSC","1535","DL3875*","CRJ","Y",0,"","1:34","J"
"08-Jun","","1234567","SLC","1913","PSC","1948","DL4346*","CR7","Y",0,"","1:35","J"
"","07-Jun"," 23    ","SLC","1942","PSC","2014","DL3860*","CRJ","Y",0,"","1:32","J"
"","07-Jun"," 23    ","SLC","2115","PSC","2149","DL3748*","CRJ","Y",0,"","1:34","J"
"08-Jun","30-Jun","12345 7","SLC","2122","PSC","2156","DL4004*","CRJ","Y",0,"","1:34","J"
"03-Jul","","12345 7","SLC","2122","PSC","2156","DL4004*","CRJ","Y",0,"","1:34","J"
"TO","Philadelphia   (PHL)  (Philadelphia International Airport)"
"","07-Jun"," 23    ","SLC","1005","PHL","1639","DL1714","738","FY",0,"","4:34","J"
"08-Jun","30-Jun","12345 7","SLC","1006","PHL","1641","DL1776","738","FY",0,"","4:35","J"
"02-Jul","","12345 7","SLC","1008","PHL","1643","DL1776","738","FY",0,"","4:35","J"
"","07-Jun"," 23    ","SLC","1659","PHL","2321","DL1142","738","FY",0,"","4:22","J"
"08-Jun","30-Jun","1234567","SLC","1707","PHL","2327","DL490","738","FY",0,"","4:20","J"
"01-Jul","10-Jul","1 34567","SLC","1707","PHL","2327","DL490","757","FY",0,"","4:20","J"
"11-Jul","","1234567","SLC","1707","PHL","2327","DL490","757","FY",0,"","4:20","J"
"TO","Phoenix   (PHX)  (Sky Harbor International Airport)"
"08-Jun","03-Jul","1234567","SLC","0810","PHX","0849","DL1603","M90","FY",0,"","1:39","J"
"05-Jul","","1234567","SLC","0810","PHX","0849","DL1603","M90","FY",0,"","1:39","J"
"","07-Jun"," 23    ","SLC","0817","PHX","0903","DL4019*","CRJ","Y",0,"","1:46","J"
"11-Jun","25-Jun","      7","SLC","0953","PHX","1027","DL3931*","CRJ","Y",0,"","1:34","J"
"08-Jun","30-Jun","123456 ","SLC","0953","PHX","1032","DL450","M90","FY",0,"","1:39","J"
"02-Jul","","      7","SLC","1004","PHX","1038","DL3931*","CRJ","Y",0,"","1:34","J"
"01-Jul","","123456 ","SLC","1004","PHX","1043","DL450","M90","FY",0,"","1:39","J"
"","07-Jun"," 23    ","SLC","1005","PHX","1050","DL450","M90","FY",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","1450","PHX","1522","DL1114","M90","FY",0,"","1:32","J"
"01-Jul","","1234567","SLC","1450","PHX","1525","DL849","M90","FY",0,"","1:35","J"
"08-Jun","30-Jun","1234567","SLC","1452","PHX","1527","DL849","M90","FY",0,"","1:35","J"
"","07-Jun"," 23    ","SLC","1647","PHX","1727","DL3819*","CRJ","Y",0,"","1:40","J"
"08-Jun","","1234567","SLC","1647","PHX","1727","DL4382*","CR7","Y",0,"","1:40","J"
"15-Jun","15-Jun","   4   ","SLC","1700","PHX","1740","DL9691","738","FY",0,"","1:40","J"
"01-Jul","08-Jul","     67","SLC","1914","PHX","1954","DL3856*","CRJ","Y",0,"","1:40","J"
"03-Jul","","12345 7","SLC","1914","PHX","1954","DL939","M90","FY",0,"","1:40","J"
"15-Jul","","     6 ","SLC","1914","PHX","1954","DL3856*","CRJ","Y",0,"","1:40","J"
"08-Jun","30-Jun","12345 7","SLC","1917","PHX","1957","DL939","M90","FY",0,"","1:40","J"
"10-Jun","24-Jun","     6 ","SLC","1917","PHX","1957","DL3856*","CRJ","Y",0,"","1:40","J"
"","07-Jun"," 23    ","SLC","1920","PHX","2000","DL1671","M90","FY",0,"","1:40","J"
"TO","Pocatello   (PIH)  (Pocatello Airport)"
"08-Jun","","1234567","SLC","0815","PIH","0916","DL3674*","EM2","Y",0,"","1:01","J"
"","07-Jun"," 23    ","SLC","0820","PIH","0921","DL3674*","EM2","Y",0,"","1:01","J"
"06-Jun","","1234567","SLC","1105","PIH","1203","DL3680*","EM2","Y",0,"","0:58","J"
"06-Jun","","1234567","SLC","1505","PIH","1600","DL3677*","EM2","Y",0,"","0:55","J"
"06-Jun","","1234567","SLC","1700","PIH","1757","DL3676*","EM2","Y",0,"","0:57","J"
"06-Jun","","1234567","SLC","2055","PIH","2147","DL3679*","EM2","Y",0,"","0:52","J"
"TO","Portland   (PDX)  (Portland International Airport)"
"","07-Jun"," 23    ","SLC","0812","PDX","0904","DL3769*","CRJ","Y",0,"","1:52","J"
"08-Jun","","1234567","SLC","0816","PDX","0908","DL3769*","CRJ","Y",0,"","1:52","J"
"","07-Jun"," 23    ","SLC","1111","PDX","1205","DL1749","738","FY",0,"","1:54","J"
"08-Jun","","1234567","SLC","1125","PDX","1216","DL447","738","FY",0,"","1:51","J"
"","07-Jun","  3    ","SLC","1251","PDX","1343","DL3805*","CRJ","Y",0,"","1:52","J"
"08-Jun","","12345  ","SLC","1317","PDX","1409","DL4017*","CRJ","Y",0,"","1:52","J"
"10-Jun","","     67","SLC","1336","PDX","1428","DL4017*","CRJ","Y",0,"","1:52","J"
"","07-Jun"," 23    ","SLC","1450","PDX","1542","DL3846*","CRJ","Y",0,"","1:52","J"
"08-Jun","","1234567","SLC","1513","PDX","1605","DL3770*","CRJ","Y",0,"","1:52","J"
"","07-Jun"," 23    ","SLC","1651","PDX","1743","DL3806*","CRJ","Y",0,"","1:52","J"
"","07-Jun"," 23    ","SLC","1920","PDX","2012","DL3794*","CRJ","Y",0,"","1:52","J"
"08-Jun","30-Jun","12345 7","SLC","1923","PDX","2015","DL3961*","CRJ","Y",0,"","1:52","J"
"03-Jul","","1234  7","SLC","1923","PDX","2015","DL3961*","CRJ","Y",0,"","1:52","J"
"07-Jul","","    5  ","SLC","1930","PDX","2022","DL1127","M90","FY",0,"","1:52","J"
"","07-Jun"," 23    ","SLC","2105","PDX","2201","DL1771","738","FY",0,"","1:56","J"
"08-Jun","","1234567","SLC","2115","PDX","2207","DL604","738","FY",0,"","1:52","J"
"TO","Puerto Vallarta   (PVR)  (Ordaz)"
"08-Jun","","1  4567","SLC","1111","PVR","1537","DL330","738","FJY",0,"","3:26","J"
"TO","Raleigh/Durham   (RDU)  (Raleigh/Durham Airport)"
"08-Jun","","1234567","SLC","0700","RDU","1501","DL406","757","FY",1,"ATL","6:01","J"
"","07-Jun"," 23    ","SLC","1711","RDU","2322","DL1505","738","FY",0,"","4:11","J"
"08-Jun","30-Jun","1234567","SLC","1715","RDU","2323","DL992","738","FY",0,"","4:08","J"
"01-Jul","","1234567","SLC","1715","RDU","2323","DL970","738","FY",0,"","4:08","J"
"TO","Rapid City   (RAP)  (Rapid City Regional Airport)"
"","07-Jun"," 23    ","SLC","1010","RAP","1145","DL3823*","CRJ","Y",0,"","1:35","J"
"08-Jun","","1234567","SLC","1015","RAP","1150","DL4019*","CRJ","Y",0,"","1:35","J"
"06-Jun","","1234567","SLC","1250","RAP","1419","DL3850*","CRJ","Y",0,"","1:29","J"
"","07-Jun"," 23    ","SLC","1715","RAP","1842","DL3772*","CRJ","Y",0,"","1:27","J"
"08-Jun","30-Jun","1234567","SLC","1732","RAP","1859","DL3919*","CRJ","Y",0,"","1:27","J"
"01-Jul","","1234567","SLC","1736","RAP","1903","DL3919*","CRJ","Y",0,"","1:27","J"
"TO","Redmond   (RDM)  (Roberts Field)"
"08-Jun","","1234567","SLC","1107","RDM","1143","DL3754*","CRJ","Y",0,"","1:36","J"
"","07-Jun"," 23    ","SLC","1120","RDM","1156","DL3754*","CRJ","Y",0,"","1:36","J"
"08-Jun","30-Jun","12345 7","SLC","1504","RDM","1542","DL3862*","CRJ","Y",0,"","1:38","J"
"03-Jul","","12345 7","SLC","1504","RDM","1542","DL3862*","CRJ","Y",0,"","1:38","J"
"","07-Jun"," 23    ","SLC","1506","RDM","1544","DL3862*","CRJ","Y",0,"","1:38","J"
"","07-Jun"," 23    ","SLC","2116","RDM","2154","DL3865*","CRJ","Y",0,"","1:38","J"
"08-Jun","30-Jun","1234567","SLC","2120","RDM","2158","DL3865*","CRJ","Y",0,"","1:38","J"
"01-Jul","","1234567","SLC","2123","RDM","2201","DL3865*","CRJ","Y",0,"","1:38","J"
"TO","Reno   (RNO)  (Reno/Tahoe International Airport)"
"08-Jun","","1234567","SLC","0824","RNO","0851","DL4034*","CRJ","Y",0,"","1:27","J"
"","07-Jun"," 23    ","SLC","1128","RNO","1154","DL3943*","CR7","Y",0,"","1:26","J"
"08-Jun","","1234567","SLC","1133","RNO","1209","DL1549","M90","FY",0,"","1:36","J"
"08-Jun","","1234567","SLC","1507","RNO","1531","DL4079*","CR7","Y",0,"","1:24","J"
"","07-Jun"," 23    ","SLC","1508","RNO","1532","DL3940*","CR7","Y",0,"","1:24","J"
"","07-Jun","  3    ","SLC","1656","RNO","1721","DL4028*","CRJ","Y",0,"","1:25","J"
"08-Jun","30-Jun","1234567","SLC","2105","RNO","2127","DL4057*","CRJ","Y",0,"","1:22","J"
"","07-Jun"," 23    ","SLC","2107","RNO","2128","DL3753*","CRJ","Y",0,"","1:21","J"
"01-Jul","","1234567","SLC","2107","RNO","2129","DL4057*","CRJ","Y",0,"","1:22","J"
"TO","Sacramento   (SAC)  (SMF-Sacramento Metropolitan Airport)"
"","07-Jun","  3    ","SLC","0822","SMF","0905","DL4008*","CRJ","Y",0,"","1:43","J"
"08-Jun","","1234567","SLC","0826","SMF","0909","DL3907*","CRJ","Y",0,"","1:43","J"
"","07-Jun"," 23    ","SLC","1135","SMF","1219","DL623","738","FY",0,"","1:44","J"
"08-Jun","01-Jul","1234567","SLC","1138","SMF","1220","DL477","738","FY",0,"","1:42","J"
"02-Jul","","1234567","SLC","1138","SMF","1220","DL1400","738","FY",0,"","1:42","J"
"","07-Jun"," 23    ","SLC","1450","SMF","1535","DL4014*","CR7","Y",0,"","1:45","J"
"08-Jun","30-Jun","1234567","SLC","1509","SMF","1554","DL3826*","CR7","Y",0,"","1:45","J"
"01-Jul","","1234567","SLC","1509","SMF","1554","DL4497*","CR7","Y",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","1649","SMF","1732","DL3778*","CRJ","Y",0,"","1:43","J"
"08-Jun","","1234567","SLC","1652","SMF","1735","DL3778*","CRJ","Y",0,"","1:43","J"
"","06-Jun"," 2     ","SLC","1932","SMF","2015","DL4023*","CRJ","Y",0,"","1:43","J"
"","07-Jun","  3    ","SLC","1932","SMF","2015","DL9714","M90","FY",0,"","1:43","J"
"08-Jun","30-Jun","1234567","SLC","1933","SMF","2016","DL802","M90","FY",0,"","1:43","J"
"01-Jul","","    56 ","SLC","1941","SMF","2024","DL3855*","CRJ","Y",0,"","1:43","J"
"08-Jun","","1234567","SLC","2112","SMF","2157","DL567","757","FY",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","2112","SMF","2201","DL573","757","FY",0,"","1:49","J"
"TO","Saint George   (SGU)  (Saint George Municipal Airport)"
"06-Jun","","1234567","SLC","0720","SGU","0840","DL3704*","EM2","Y",0,"","1:20","J"
"06-Jun","","1234567","SLC","0936","SGU","1056","DL3705*","EM2","Y",0,"","1:20","J"
"06-Jun","","1234567","SLC","1110","SGU","1230","DL3706*","EM2","Y",0,"","1:20","J"
"06-Jun","","1234567","SLC","1310","SGU","1430","DL3707*","EM2","Y",0,"","1:20","J"
"06-Jun","","1234567","SLC","1520","SGU","1640","DL3731*","EM2","Y",0,"","1:20","J"
"06-Jun","","1234567","SLC","1650","SGU","1811","DL3708*","EM2","Y",0,"","1:21","J"
"06-Jun","","1234567","SLC","1915","SGU","2036","DL3711*","EM2","Y",0,"","1:21","J"
"06-Jun","","1234567","SLC","2115","SGU","2233","DL3713*","EM2","Y",0,"","1:18","J"
"TO","Saint Louis   (STL)  (Lambert-St. Louis International Airport)"
"08-Jun","","1234567","SLC","0955","STL","1344","DL4489*","CR7","Y",0,"","2:49","J"
"","07-Jun"," 23    ","SLC","0955","STL","1345","DL4728*","CR7","Y",0,"","2:50","J"
"","07-Jun"," 23    ","SLC","1715","STL","2100","DL4817*","CR7","Y",0,"","2:45","J"
"08-Jun","","1234567","SLC","1724","STL","2114","DL4817*","CR7","Y",0,"","2:50","J"
"TO","San Antonio   (SAT)  (San Antonio International Airport)"
"12-Jun","","1      ","SLC","1005","SAT","1348","DL4251*","CR7","Y",0,"","2:43","J"
"","07-Jun"," 23    ","SLC","1050","SAT","1433","DL4076*","CR7","Y",0,"","2:43","J"
"08-Jun",""," 2 45 7","SLC","1052","SAT","1435","DL6439*","E70","FY",0,"","2:43","J"
"10-Jun","","  3  6 ","SLC","1052","SAT","1435","DL4251*","CR7","Y",0,"","2:43","J"
"08-Jun","","1234567","SLC","1729","SAT","2114","DL4444*","CR7","Y",0,"","2:45","J"
"","07-Jun"," 23    ","SLC","1922","SAT","2258","DL4072*","CR7","Y",0,"","2:36","J"
"TO","San Diego   (SAN)  (San Diego International Airport)"
"","07-Jun"," 23    ","SLC","0808","SAN","0907","DL3787*","CRJ","Y",0,"","1:59","J"
"08-Jun","","1234567","SLC","0808","SAN","0907","DL3786*","CRJ","Y",0,"","1:59","J"
"08-Jun","","12345 7","SLC","1113","SAN","1203","DL1749","738","FY",0,"","1:50","J"
"","07-Jun"," 23    ","SLC","1116","SAN","1208","DL477","738","FY",0,"","1:52","J"
"08-Jun","","1234567","SLC","1308","SAN","1401","DL3933*","CRJ","Y",0,"","1:53","J"
"","07-Jun"," 23    ","SLC","1311","SAN","1404","DL3820*","CRJ","Y",0,"","1:53","J"
"15-Jun","15-Jun","   4   ","SLC","1345","SAN","1435","DL9699","738","FY",0,"","1:50","J"
"08-Jun","30-Jun","1234567","SLC","1512","SAN","1603","DL4497*","CR7","Y",0,"","1:51","J"
"01-Jul","","1234567","SLC","1517","SAN","1608","DL1439","M90","FY",0,"","1:51","J"
"","07-Jun"," 23    ","SLC","1534","SAN","1625","DL4248*","CR7","Y",0,"","1:51","J"
"08-Jun","","1234567","SLC","1657","SAN","1752","DL3871*","CRJ","Y",0,"","1:55","J"
"","07-Jun","  3    ","SLC","1707","SAN","1802","DL3994*","CRJ","Y",0,"","1:55","J"
"","07-Jun"," 23    ","SLC","1920","SAN","2019","DL802","M90","FY",0,"","1:59","J"
"01-Jul","08-Jul","     67","SLC","1935","SAN","2030","DL3844*","CRJ","Y",0,"","1:55","J"
"03-Jul","","12345 7","SLC","1935","SAN","2030","DL393","M90","FY",0,"","1:55","J"
"15-Jul","","     6 ","SLC","1935","SAN","2030","DL3844*","CRJ","Y",0,"","1:55","J"
"08-Jun","30-Jun","12345 7","SLC","1938","SAN","2033","DL393","M90","FY",0,"","1:55","J"
"10-Jun","24-Jun","     6 ","SLC","1938","SAN","2033","DL3844*","CRJ","Y",0,"","1:55","J"
"","07-Jun"," 23    ","SLC","2110","SAN","2210","DL593","738","FY",0,"","2:00","J"
"08-Jun","15-Jun","1234567","SLC","2125","SAN","2220","DL1095","738","FY",0,"","1:55","J"
"16-Jun","06-Jul","1234567","SLC","2125","SAN","2220","DL1095","M90","FY",0,"","1:55","J"
"07-Jul","","    5  ","SLC","2125","SAN","2220","DL1095","757","FY",0,"","1:55","J"
"08-Jul","","1234 67","SLC","2125","SAN","2220","DL1095","M90","FY",0,"","1:55","J"
"TO","San Francisco   (SFO)  (San Francisco International Airport)"
"24-Jul","24-Jul","1      ","SLC","0700","SFO","0745","DL9697","738","FY",0,"","1:45","J"
"","07-Jun","  3    ","SLC","0820","SFO","0915","DL3959*","CRJ","Y",0,"","1:55","J"
"08-Jun","","1234567","SLC","0820","SFO","0915","DL3837*","CRJ","Y",0,"","1:55","J"
"","07-Jun"," 23    ","SLC","1115","SFO","1211","DL1400","738","FY",0,"","1:56","J"
"08-Jun","","1234567","SLC","1116","SFO","1210","DL623","738","FY",0,"","1:54","J"
"12-Jun","12-Jun","1      ","SLC","1250","SFO","1340","DL9695","738","FY",0,"","1:50","J"
"01-Jul","","1234567","SLC","1313","SFO","1404","DL4027*","CRJ","Y",0,"","1:51","J"
"08-Jun","30-Jun","1234567","SLC","1319","SFO","1410","DL4027*","CRJ","Y",0,"","1:51","J"
"","07-Jun"," 23    ","SLC","1320","SFO","1411","DL3933*","CRJ","Y",0,"","1:51","J"
"29-Jun","29-Jun","   4   ","SLC","1345","SFO","1435","DL9697","738","FY",0,"","1:50","J"
"16-Jul","16-Jul","      7","SLC","1450","SFO","1535","DL9693","738","FY",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","1511","SFO","1603","DL1228","M90","FY",0,"","1:52","J"
"01-Jul","","1234567","SLC","1512","SFO","1603","DL3826*","CR7","Y",0,"","1:51","J"
"08-Jun","30-Jun","1234567","SLC","1517","SFO","1606","DL1440","M90","FY",0,"","1:49","J"
"08-Jun","","1234567","SLC","1656","SFO","1749","DL3974*","CRJ","Y",0,"","1:53","J"
"","07-Jun","  3    ","SLC","1705","SFO","1758","DL3990*","CRJ","Y",0,"","1:53","J"
"","07-Jun"," 23    ","SLC","2103","SFO","2154","DL503","738","FY",0,"","1:51","J"
"08-Jun","","1234567","SLC","2120","SFO","2211","DL503","738","FY",0,"","1:51","J"
"TO","San Jose   (SJC)  (San Jose Municipal Airport)"
"","07-Jun","  3    ","SLC","0812","SJC","0906","DL4011*","CRJ","Y",0,"","1:54","J"
"08-Jun","","1234567","SLC","0814","SJC","0908","DL3899*","CRJ","Y",0,"","1:54","J"
"08-Jun","30-Jun","12345 7","SLC","1119","SJC","1214","DL372","738","FY",0,"","1:55","J"
"02-Jul","","12345 7","SLC","1119","SJC","1214","DL981","738","FY",0,"","1:55","J"
"10-Jun","","     6 ","SLC","1119","SJC","1215","DL4195*","CR7","Y",0,"","1:56","J"
"","07-Jun"," 23    ","SLC","1125","SJC","1220","DL4237*","CR7","Y",0,"","1:55","J"
"08-Jun","","1234567","SLC","1518","SJC","1612","DL4517*","CR7","Y",0,"","1:54","J"
"","07-Jun"," 23    ","SLC","1558","SJC","1652","DL4015*","CRJ","Y",0,"","1:54","J"
"08-Jun","30-Jun","1234567","SLC","2058","SJC","2151","DL1771","738","FY",0,"","1:53","J"
"01-Jul","","1234567","SLC","2103","SJC","2156","DL1771","738","FY",0,"","1:53","J"
"","07-Jun"," 23    ","SLC","2108","SJC","2207","DL971","738","FY",0,"","1:59","J"
"TO","San Jose Cabo   (SJD)  (Los Cabos Airport)"
"08-Jun","","12 45 7","SLC","1120","SJD","1431","DL4373*","CR7","Y",0,"","3:11","J"
"10-Jun","","     6 ","SLC","1126","SJD","1431","DL268","738","FJY",0,"","3:05","J"
"TO","Santa Ana   (SNA)  (John Wayne Airport)"
"","07-Jun"," 23    ","SLC","0805","SNA","0900","DL1265","M90","FY",0,"","1:55","J"
"08-Jun","","1234567","SLC","0805","SNA","0903","DL1265","M90","FY",0,"","1:58","J"
"","07-Jun"," 23    ","SLC","1120","SNA","1214","DL793","M90","FY",0,"","1:54","J"
"08-Jun","","1234567","SLC","1120","SNA","1215","DL1256","738","FY",0,"","1:55","J"
"08-Jun","","1234567","SLC","1514","SNA","1607","DL665","M90","FY",0,"","1:53","J"
"","07-Jun"," 23    ","SLC","1518","SNA","1615","DL1452","M90","FY",0,"","1:57","J"
"","07-Jun"," 23    ","SLC","1910","SNA","2004","DL3746*","CRJ","Y",0,"","1:54","J"
"08-Jun","","1234567","SLC","1911","SNA","2005","DL4054*","CRJ","Y",0,"","1:54","J"
"","07-Jun"," 23    ","SLC","2057","SNA","2152","DL3929*","CRJ","Y",0,"","1:55","J"
"08-Jun","","1234567","SLC","2101","SNA","2156","DL3874*","CRJ","Y",0,"","1:55","J"
"TO","Santa Barbara   (SBA)  (Santa Barbara Municipal Airport)"
"","07-Jun"," 23    ","SLC","1135","SBA","1234","DL3803*","CRJ","Y",0,"","1:59","J"
"08-Jun","","1234567","SLC","1137","SBA","1236","DL3944*","CRJ","Y",0,"","1:59","J"
"","07-Jun"," 23    ","SLC","2113","SBA","2207","DL3809*","CRJ","Y",0,"","1:54","J"
"08-Jun","30-Jun","1234567","SLC","2116","SBA","2210","DL3994*","CRJ","Y",0,"","1:54","J"
"01-Jul","","1234567","SLC","2120","SBA","2214","DL3994*","CRJ","Y",0,"","1:54","J"
"TO","Seattle   (SEA)  (Seattle/Tacoma International Airport)"
"","07-Jun"," 23    ","SLC","0805","SEA","0911","DL3907*","CRJ","Y",0,"","2:06","J"
"08-Jun","","1234567","SLC","0806","SEA","0912","DL4009*","CRJ","Y",0,"","2:06","J"
"","07-Jun"," 23    ","SLC","1107","SEA","1212","DL1229","757","FY",0,"","2:05","J"
"08-Jun","01-Jul","1234567","SLC","1117","SEA","1222","DL1400","757","FY",0,"","2:05","J"
"02-Jul","","1234567","SLC","1117","SEA","1222","DL1572","757","FY",0,"","2:05","J"
"","07-Jun"," 23    ","SLC","1310","SEA","1411","DL1160","M90","FY",0,"","2:01","J"
"08-Jun","","1234567","SLC","1321","SEA","1424","DL1186","M90","FY",0,"","2:03","J"
"18-Jun","18-Jun","      7","SLC","1350","SEA","1450","DL9697","738","FY",0,"","2:00","J"
"08-Jun","","1234567","SLC","1510","SEA","1612","DL818","757","FY",0,"","2:02","J"
"","07-Jun"," 23    ","SLC","1519","SEA","1620","DL1697","738","FY",0,"","2:01","J"
"","07-Jun","  3    ","SLC","1658","SEA","1801","DL3767*","CRJ","Y",0,"","2:03","J"
"08-Jun","03-Jul","1234567","SLC","1710","SEA","1813","DL3939*","CRJ","Y",0,"","2:03","J"
"05-Jul","","1234567","SLC","1710","SEA","1813","DL3939*","CRJ","Y",0,"","2:03","J"
"","07-Jun"," 23    ","SLC","1910","SEA","2017","DL1766","M90","FY",0,"","2:07","J"
"08-Jun","","1234567","SLC","1912","SEA","2016","DL1162","M90","FY",0,"","2:04","J"
"08-Jun","","1234567","SLC","2059","SEA","2201","DL495","757","FY",0,"","2:02","J"
"","07-Jun","  3    ","SLC","2101","SEA","2208","DL495","757","FY",0,"","2:07","J"
"","06-Jun"," 2     ","SLC","2101","SEA","2208","DL495","M90","FY",0,"","2:07","J"
"TO","Sioux Falls   (FSD)  (Sioux Falls Regional Airport (Jo Foss Field))"
"08-Jun","","1234567","SLC","1706","FSD","2016","DL4028*","CRJ","Y",0,"","2:10","J"
"TO","Spokane   (GEG)  (Spokane International Airport)"
"","07-Jun","  3    ","SLC","0828","GEG","0911","DL3829*","CRJ","Y",0,"","1:43","J"
"08-Jun","03-Jul","1234567","SLC","0831","GEG","0914","DL3829*","CRJ","Y",0,"","1:43","J"
"05-Jul","","1234567","SLC","0831","GEG","0914","DL3829*","CRJ","Y",0,"","1:43","J"
"08-Jun","","1234567","SLC","1126","GEG","1211","DL4148*","CR7","Y",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","1127","GEG","1210","DL4082*","CR7","Y",0,"","1:43","J"
"08-Jun","","1234567","SLC","1454","GEG","1539","DL4434*","CR7","Y",0,"","1:45","J"
"","07-Jun"," 23    ","SLC","1459","GEG","1537","DL3781*","CRJ","Y",0,"","1:38","J"
"08-Jun","14-Jun","12345 7","SLC","1922","GEG","2000","DL1533","738","FY",0,"","1:38","J"
"16-Jun","","12345 7","SLC","1922","GEG","2000","DL1533","738","FY",0,"","1:38","J"
"10-Jun","","     6 ","SLC","1922","GEG","2005","DL4169*","CR7","Y",0,"","1:43","J"
"","07-Jun"," 23    ","SLC","1923","GEG","2006","DL4238*","CR7","Y",0,"","1:43","J"
"15-Jun","15-Jun","   4   ","SLC","2000","GEG","2038","DL1533","738","FY",0,"","1:38","J"
"","07-Jun"," 23    ","SLC","2120","GEG","2201","DL3877*","CRJ","Y",0,"","1:41","J"
"08-Jun","30-Jun","12345 7","SLC","2121","GEG","2202","DL3920*","CRJ","Y",0,"","1:41","J"
"03-Jul","","12345 7","SLC","2121","GEG","2202","DL3920*","CRJ","Y",0,"","1:41","J"
"TO","Sun Valley   (SUN)  (Sun Valley Airport)"
"06-Jun","","1234567","SLC","0700","SUN","0806","DL3686*","EM2","Y",0,"","1:06","J"
"06-Jun","","1234567","SLC","0805","SUN","0911","DL3709*","EM2","Y",0,"","1:06","J"
"08-Jun","","1234567","SLC","0950","SUN","1059","DL3703*","EM2","Y",0,"","1:09","J"
"","07-Jun"," 23    ","SLC","0955","SUN","1104","DL3703*","EM2","Y",0,"","1:09","J"
"06-Jun","","1234567","SLC","1115","SUN","1224","DL3688*","EM2","Y",0,"","1:09","J"
"08-Jun","","1234567","SLC","1315","SUN","1420","DL3700*","EM2","Y",0,"","1:05","J"
"06-Jun","","1234567","SLC","1320","SUN","1425","DL3690*","EM2","Y",0,"","1:05","J"
